License_Number,Business_Name,License_Type,License_Status,Street,City,State,ZIP,Expiration_Date,Home_Delivery,Disciplinary_Action,Notes,Source
PC-000850,Green Medicine Shop,Provisioning Center - License,Active,500 N Lafayette ST,Greenville,MI,48838,03/13/2027,,,,medical
PC-000846,Ascend Cannabis Group,Provisioning Center - License,Active,503 Century Ave SW,Grand Rapids,MI,49503,07/29/2026,Approved,,,medical
PC-000839,Levels of Waterford,Provisioning Center - License,Active,2060 Dixie HWY Suite 100,Waterford,MI,48328,02/24/2027,,,,medical
PC-000847,Greenways Provisioning Center,Provisioning Center - License,Active,1221 M-30,Beaverton,MI,48612,06/13/2026,,Public Documents Available,,medical
PC-000842,"Quality Roots, Inc.",Provisioning Center - License,Active,1700 Tull CT,Waterford,MI,48327,12/18/2026,Approved,,,medical
PC-000823,Levels Provisioning of Niles,Provisioning Center - License,Active,1221 S 11th ST Suite 100,Niles,MI,49120,11/17/2026,,,,medical
PC-000825,Hikers Cannabis,Provisioning Center - License,Active,6295 E 36th Street,White Cloud,MI,49349,10/07/2026,,,,medical
PC-000824,STIIIZY,Provisioning Center - License,Active,859 SW Capital AVE,Battle Creek,MI,49015,06/09/2026,,Public Documents Available,,medical
PC-000812,Plush Companies,Provisioning Center - License,Active,1005 S Maple Island RD,Muskegon,MI,49442,09/01/2026,,,,medical
PC-000817,The Dude Abides Provisioning Center,Provisioning Center - License,Active,1394 S Centerville RD,Sturgis,MI,49091,01/08/2027,,,,medical
PC-000763,"Green Genie 3, Inc.",Provisioning Center - License,Active,20046 W Warren AVE,Detroit,MI,48228,06/15/2026,,Public Documents Available,,medical
PC-000795,Planet 59,Provisioning Center - License,Active,4641 Highland RD,Waterford,MI,48328,05/19/2027,Approved,,,medical
PC-000791,Ascend Cannabis Group,Provisioning Center - License,Active,1415 Michigan AVE,East Lansing,MI,48823,07/29/2026,Approved,,,medical
PC-000770,Neighborhood Provisions,Provisioning Center - License,Active,909 W Washington AVE,Alpena,MI,49707,03/15/2027,Approved,,,medical
PC-000753,BLOC,Provisioning Center - License,Active,200 E Main ST,Benton Harbor,MI,49022,03/03/2027,,,,medical
PC-000533,Endo,Provisioning Center - License,Active,307 E Beecher ST,Adrian,MI,49221,10/26/2026,Approved,,,medical
PC-000766,Lume Cannabis Co.,Provisioning Center - License,Active,26760 Lahser RD,Southfield,MI,48033,03/21/2027,,,,medical
PC-000240,The Noggin Shop,Provisioning Center - License,Active,52324 Duncan AVE,Hubbell,MI,49934,01/31/2027,,,,medical
PC-000750,STIIIZY,Provisioning Center - License,Active,5303 Portage RD,Kalamazoo,MI,49002,06/09/2026,,,,medical
PC-000083,M.S.C.3,Provisioning Center - License,Active,717 Division ST,Adrian,MI,49221,11/24/2026,,,,medical
PC-000742,Pleasantrees Cannabis Company,Provisioning Center - License,Active,237 N River RD,Mt. Clemens,MI,48043,11/23/2026,,,,medical
PC-000730,Green Labs Provisions,Provisioning Center - License,Active,10701 Madison ST,Luna Pier,MI,48157,10/26/2026,Approved,,,medical
PC-000725,Pure Options - Lansing Frandor,Provisioning Center - License,Active,125 N Clippert ST,Lansing,MI,48912,10/05/2026,,,,medical
PC-000673,Planted Provisioning,Provisioning Center - License,Active,9545 Main ST,Whitmore Lake,MI,48189,09/03/2026,Approved,Public Documents Available,,medical
PC-000640,Homegrown Cannabis Co.,Provisioning Center - License,Active,117 E Main ST,Owosso,MI,48867,08/27/2026,Approved,,,medical
PC-000651,Puff Utica,Provisioning Center - License,Active,44825 Van Dyke AVE,Utica,MI,48317,08/26/2026,Approved,Public Documents Available,,medical
PC-000642,STIIIZY,Provisioning Center - License,Active,642 E 9 Mile RD,Ferndale,MI,48220,06/09/2026,,,,medical
PC-000635,"Nature's Remedy of Ferndale, LLC",Provisioning Center - License,Active,925 E Drayton ST,Ferndale,MI,48220,05/21/2026,Approved,,,medical
PC-000612,Liberty Cannabis,Provisioning Center - License,Active,29600 Stephenson HWY Suite 1,Madison Heights,MI,48071,10/29/2026,,,,medical
PC-000586,Bazonzoes,Provisioning Center - License,Active,1760 E West Maple RD,Walled Lake,MI,48390,07/10/2026,Approved,Public Documents Available,,medical
PC-000471,Exclusive Muskegon,Provisioning Center - License,Active,4515 E Apple AVE,Muskegon,MI,49442,03/17/2027,Approved,,,medical
PC-000540,Cannavibes Emporium,Provisioning Center - License,Active,1135 W Dickman RD,Battle Creek,MI,49037,12/07/2026,,Public Documents Available,,medical
PC-000531,Skymint,Provisioning Center - License,Active,3315 Coolidge RD,East Lansing,MI,48823,10/18/2026,,Public Documents Available,,medical
PC-000521,Xplore Cannabis Company,Provisioning Center - License,Active,824 S Main ST,Lapeer,MI,48446,10/28/2026,,,,medical
PC-000488,Consume Cannabis Alma,Provisioning Center - License,Active,528 W Warwick DR,Alma,MI,48801,05/28/2026,Approved,Public Documents Available,,medical
PC-000505,Spark Cannabis Company,Provisioning Center - License,Active,1345 Prospect AVE,Caro,MI,48723,10/09/2026,Approved,,,medical
PC-000194,Lindzy's Medz,Provisioning Center - License,Active,1960 W Hemphill RD,Flint,MI,48507,10/05/2026,Approved,,,medical
PC-000503,Ascend Cannabis Group,Provisioning Center - License,Active,2741 28th SE ST,Grand Rapids,MI,49512,07/29/2026,Approved,Public Documents Available,,medical
PC-000478,The Hempire Collective,Provisioning Center - License,Active,10143 N Loomis RD,Clare,MI,48617,11/25/2026,Approved,,,medical
PC-000439,Rize,Provisioning Center - License,Active,1580 N Stephenson AVE,Iron Mountain,MI,49801,07/10/2026,,,,medical
PC-000487,Pleasantrees Cannabis Company,Provisioning Center - License,Active,1950 Merritt RD,East Lansing,MI,48823,09/25/2026,Approved,,,medical
PC-000467,Skymint - District Park,Provisioning Center - License,Active,20940 John R RD,Hazel Park,MI,48030,06/11/2026,Approved,,,medical
PC-000455,Consume Cannabis Quincy,Provisioning Center - License,Active,131 W Chicago ST,Quincy,MI,49082,05/18/2026,Approved,Public Documents Available,,medical
PC-000441,Green Pharm,Provisioning Center - License,Active,719 Parsons RD,Traverse City,MI,49686,04/21/2027,,Public Documents Available,,medical
PC-000394,Jars Cannabis,Provisioning Center - License,Active,11400 E 8 Mile RD Suite A,Detroit,MI,48205,04/21/2026,Approved,Public Documents Available,,medical
PC-000449,Wayne Releaf,Provisioning Center - License,Active,36900 Michigan AVE,Wayne,MI,48184,04/16/2027,Approved,Public Documents Available,,medical
PC-000391,Ascend Cannabis Group,Provisioning Center - License,Active,6010 B Drive North,Battle Creek,MI,49014,07/29/2026,Approved,Public Documents Available,,medical
PC-000227,Great Lakes Agro LLC,Provisioning Center - License,Active,2836 S Huron RD,Kawkawlin,MI,48631,03/04/2027,,Public Documents Available,,medical
PC-000398,Pharmhouse Wellness Co,Provisioning Center - License,Active,831 Wealthy ST SW,Grand Rapids,MI,49504,03/03/2027,Approved,Public Documents Available,,medical
PC-000399,Lume Cannabis Co.,Provisioning Center - License,Active,738 S Main ST,Adrian,MI,49221,10/22/2026,Approved,,,medical
PC-000358,20 Past 4,Provisioning Center - License,Active,3590 Ann Arbor RD,Jackson,MI,49202,11/18/2026,Approved,Public Documents Available,,medical
PC-000350,Med+Leaf,Provisioning Center - License,Active,301 W Main ST,Hartford,MI,49057,11/01/2026,Approved,,,medical
PC-000155,High Club Cannabis,Provisioning Center - License,Active,14325 Wyoming ST,Detroit,MI,48238,10/07/2026,Approved,Public Documents Available,,medical
PC-000312,Nature's Medicines,Provisioning Center - License,Active,5405 Cogswell Road,Wayne,MI,48184,10/18/2026,Approved,Public Documents Available,,medical
PC-000289,The Fire Station Cannabis Co.,Provisioning Center - License,Active,162 Heritage DR,Negaunee,MI,49866,10/01/2026,Approved,,,medical
PC-000009,Green Genie Inc,Provisioning Center - License,Active,24600 W McNichols RD,Detroit,MI,48219,08/20/2026,Approved,Public Documents Available,,medical
PC-000318,"Michigan Supply and Provisions, Michigan Provisions, Ascend Cannabis Group",Provisioning Center - License,Active,1096 E Main ST Suite A,Morenci,MI,49256,07/29/2026,Approved,Public Documents Available,,medical
PC-000158,Greenways Provisioning Center,Provisioning Center - License,Active,4568 M 30,Beaverton,MI,48612,06/13/2026,Approved,Public Documents Available,,medical
PC-000274,Consume Cannabis Lapeer,Provisioning Center - License,Active,2401 W Genesee ST,Lapeer,MI,48446,05/28/2026,Approved,Public Documents Available,,medical
PC-000167,Pure Options - Lansing South,Provisioning Center - License,Active,5815 S Pennsylvania AVE,Lansing,MI,48911,05/01/2026,Approved,Public Documents Available,,medical
PC-000250,Homegrown Cannabis Co.,Provisioning Center - License,Active,5025 S Pennsylvania AVE,Lansing,MI,48910,04/25/2026,Approved,,,medical
PC-000069,Zen Leaf Buchanan,Provisioning Center - License,Active,259 E Front ST,Buchanan,MI,49107,04/25/2027,Approved,Public Documents Available,,medical
PC-000229,The Flower Bowl,Provisioning Center - License,Active,28661 Michigan AVE,Inkster,MI,48141,03/21/2027,Approved,Public Documents Available,,medical
PC-000238,Meds Cafe,Provisioning Center - License,Active,2352 S US 23,Rogers City,MI,49779,03/21/2027,Approved,Public Documents Available,,medical
PC-000129,Green House of Walled Lake,Provisioning Center - License,Active,103 E Walled Lake DR,Walled Lake,MI,48390,10/18/2026,Approved,Public Documents Available,,medical
PC-000111,"Amazing Budz, LLC",Provisioning Center - License,Active,1301 S Main ST,Adrian,MI,49221,10/18/2026,Approved,Public Documents Available,,medical
PC-000008,Bloom City Club,Provisioning Center - License,Active,423 Miller AVE,Ann Arbor,MI,48103,09/10/2026,Approved,,,medical
PC-000006,"Choice Labs, LLC",Provisioning Center - License,Active,3331 Page AVE,Jackson,MI,49203,08/09/2026,Approved,Public Documents Available,,medical
