License_Number,Business_Name,License_Type,License_Status,Street,City,State,ZIP,Expiration_Date,Home_Delivery,Disciplinary_Action,Notes,Source
AU-R-001544,Highatus,Marihuana Retailer - License,Active,10269 US-12,White Pigeon,MI,49099,04/17/2027,,,,adult-use
AU-R-001540,TRAPPERZ ALLEY NEW BUFFALO,Marihuana Retailer - License,Active,19563 W US-12 HWY,New Buffalo,MI,49117,04/16/2027,,,,adult-use
AU-R-001537,Zazen,Marihuana Retailer - License,Active,25813 7 Mile RD,Redford,MI,48240,04/14/2027,,,,adult-use
AU-R-001528,BOOGIEZ ARCANNA,Marihuana Retailer - License,Active,600 S. Capitol AVE,Lansing,MI,48933,04/14/2027,,,,adult-use
AU-R-001515,JARS Cannabis,Marihuana Retailer - License,Active,18580 Fort ST,Riverview,MI,48193,04/14/2027,,,,adult-use
AU-R-001539,Clarity Cannabis,Marihuana Retailer - License,Active,24517 John R RD,Hazel Park,MI,48030,04/09/2027,,,,adult-use
AU-R-001525,Smilez of Corunna,Marihuana Retailer - License,Active,2150 E. Main ST,Corunna,MI,48817,04/08/2027,,,,adult-use
AU-R-001531,"GLH Muskegon, LLC",Marihuana Retailer - License,Active,1840 6th ST,Muskegon,MI,49441,04/06/2027,,,,adult-use
AU-R-001519,Liv Cannabis,Marihuana Retailer - License,Active,1255 Falahee RD,Jackson,MI,49203,04/06/2027,,,,adult-use
AU-R-001526,High-Way 23,Marihuana Retailer - License,Active,2426 E. Huron RD,Au Gres,MI,48703,08/20/2026,,,,adult-use
AU-R-001517,Blue Sky Ann Arbor,Marihuana Retailer - License,Active,321 E Liberty ST,Ann Arbor,MI,48104,03/31/2027,,,,adult-use
AU-R-001532,SUPERGOOD,Marihuana Retailer - License,Active,18910 Harbor Country Drive,New Buffalo,MI,49117,03/31/2027,,,,adult-use
AU-R-001521,Happy Daze,Marihuana Retailer - License,Active,14498 Laplaisance RD,Monroe,MI,48161,03/30/2027,,,Home Delivery - Approved,adult-use
AU-R-001533,Weed Mart New Buffalo,Marihuana Retailer - License,Active,13944 Grand AVE,New Buffalo,MI,49117,03/25/2027,,,,adult-use
AU-R-001510,"Exotics Cannabis - Pontiac, Exotics Pontiac",Marihuana Retailer - License,Active,772 Cesar E Chavez AVE,pontiac,MI,48340,03/25/2027,,,,adult-use
AU-R-001513,Green Acres Ann Arbor 2,Marihuana Retailer - License,Active,3430 Washtenaw AVE,Ann Arbor,MI,48104,03/18/2027,,,,adult-use
AU-R-001530,Nuggets Detroit LLC,Marihuana Retailer - License,Active,18270 Telegraph RD Suite A,Detroit,MI,48219,03/18/2027,,,,adult-use
AU-R-001523,UNIQ Cannabis,Marihuana Retailer - License,Active,10309 W US 12 HWY,New Buffalo,MI,49117,07/12/2026,,,,adult-use
AU-R-001522,Lume Cannabis Co.,Marihuana Retailer - License,Active,19471 W. US-12 HWY,New Buffalo,MI,49117,11/27/2026,,,,adult-use
AU-R-001524,Flint Town Cannabis,Marihuana Retailer - License,Active,3401 Corunna RD,Flint,MI,48503,03/09/2027,,,,adult-use
AU-R-001518,The Flowerbowl Ecorse,Marihuana Retailer - License,Active,148 Southfield RD,Ecorse,MI,48229,03/06/2027,,,,adult-use
AU-R-001511,Quality Roots Pontiac,Marihuana Retailer - License,Active,41 E. Walton BLVD,Pontiac,MI,48340,03/05/2027,,,,adult-use
AU-R-001512,The Gardenz,Marihuana Retailer - License,Active,592 Lakeville RD Unit 100,Oxford,MI,48371,06/22/2027,,,,adult-use
AU-R-001506,The Woods Cheboygan,Marihuana Retailer - License,Active,123 E State ST,Cheboygan,MI,49721,02/27/2027,,,,adult-use
AU-R-001520,Jailhouse Cannabis Co,Marihuana Retailer - License,Active,704 E Cayuga ST,Bellaire,MI,49615,02/27/2027,,,,adult-use
AU-R-001502,Planet Purple,Marihuana Retailer - License,Active,39530 Red Arrow HWY,Paw Paw,MI,49079,02/18/2027,,,,adult-use
AU-R-001514,Lume Cannabis Co.,Marihuana Retailer - License,Active,3075 Peregrine DR NE,Grand Rapids,MI,49505,11/27/2026,,,,adult-use
AU-R-001505,Lume Cannabis Co.,Marihuana Retailer - License,Active,850 E Main ST,Morenci,MI,49256,11/27/2026,,,,adult-use
AU-R-001499,High Profile Cannabis Shop,Marihuana Retailer - License,Active,10552 Evans DR Unit 1-5,Luna Pier,MI,48157,02/10/2027,,,,adult-use
AU-R-001500,Trap Kingz Cannabis,Marihuana Retailer - License,Active,989 E Main ST,Morenci,MI,49256,02/09/2027,,,,adult-use
AU-R-001486,Better Cannabis,Marihuana Retailer - License,Active,15831 Mack AVE,Detroit,MI,48224,02/04/2027,,,,adult-use
AU-R-001492,The Woods Warren,Marihuana Retailer - License,Active,14210 E 11 Mile RD,Warren,MI,48089,02/02/2027,,,,adult-use
AU-R-001480,Crafted Leaf,Marihuana Retailer - License,License Void,314 Arlington ST,Middleville,MI,49333,01/30/2027,,,,adult-use
AU-R-001497,Farmhouse Provisions,Marihuana Retailer - License,Active,W17812 US HWY 2,GOULD CITY,MI,49838,01/29/2027,,,,adult-use
AU-R-001503,Timber Cannabis Co.,Marihuana Retailer - License,Active,655 Ann Street NW,Grand Rapids,MI,49504,09/17/2026,,,,adult-use
AU-R-001494,Flower Gallery,Marihuana Retailer - License,Active,4510 West Pierson RD,Flint,MI,48504,01/20/2027,,,,adult-use
AU-R-001495,Levels of Adrian,Marihuana Retailer - License,Active,1032 S Main ST,Adrian,MI,49221,03/22/2027,,,,adult-use
AU-R-001498,Moses Roses,Marihuana Retailer - License,Active,17375 East 8 Mile Road,Eastpointe,MI,48021,01/15/2027,,,,adult-use
AU-R-001491,Kulture 81,Marihuana Retailer - License,Active,81 N Saginaw ST,Pontiac,MI,48342,01/14/2027,,,,adult-use
AU-R-001482,Chronic City,Marihuana Retailer - License,Active,6810 E. MCNICHOLS RD,Detroit,MI,48212,01/12/2027,,,,adult-use
AU-R-001501,Abra K Dabra LLC,Marihuana Retailer - License,Active,643 E State ST,Colon,MI,49040,01/07/2027,,,,adult-use
AU-R-001490,19701 NEW BUFFALO BUSINESS LLC,Marihuana Retailer - License,Active,19703 W US 12,NEW BUFFALO,MI,49117,01/06/2027,,,,adult-use
AU-R-001496,Mint Cannabis,Marihuana Retailer - License,Active,221 E. Front ST,Buchanan,MI,49107,12/30/2026,,,,adult-use
AU-R-001481,810 COLLECTIVE,Marihuana Retailer - License,Active,4184 Pier North BLVD Suite A,Flint,MI,48504,07/17/2026,,,,adult-use
AU-R-001493,Thanos LLC,Marihuana Retailer - License,Active,8455 N Inkster RD,Westland,MI,48185,12/17/2026,,,,adult-use
AU-R-001466,Greenways Provisioning Center,Marihuana Retailer - License,Active,4568 M-30,Beaverton,MI,48612,03/29/2027,,,,adult-use
AU-R-001476,20Past4 Stockbridge,Marihuana Retailer - License,Active,5010 S. M-106,Stockbridge,MI,49285,12/11/2026,,,Home Delivery - Approved,adult-use
AU-R-001477,House of Dank Eastside,Marihuana Retailer - License,Active,11999 Gratiot,Detroit,MI,48213,12/10/2026,,,,adult-use
AU-R-001467,Exclusive Lowell,Marihuana Retailer - License,Active,2384 W MAIN ST SE,LOWELL,MI,49331,12/09/2026,,,,adult-use
AU-R-001483,URB Sturgis,Marihuana Retailer - License,Active,1640 S. Centerville RD,Sturgis,MI,49091,12/09/2026,,,,adult-use
AU-R-001484,Timber Cannabis Co.,Marihuana Retailer - License,Active,502 N. Saginaw Street,Holly,MI,48442,09/17/2026,,,,adult-use
AU-R-001479,TOP CANNABIS OUTLET RR,Marihuana Retailer - License,Active,286 Burke ST,River Rouge,MI,48218,12/03/2026,,,,adult-use
AU-R-001473,"Green Gold Enterprises, LLC",Marihuana Retailer - License,Active,2401 E. Milham AVE,Portage,MI,49002,12/01/2026,,,,adult-use
AU-R-001474,Horticultural Urban Botanicals (H.U.B.),Marihuana Retailer - License,Active,2611 Nodular DR,Saginaw,MI,48601,02/25/2027,,,Home Delivery - Approved.,adult-use
AU-R-001478,Mango Cannabis New Buffalo Twp,Marihuana Retailer - License,Active,10227 W US 12 HWY,New Buffalo,MI,49117,11/25/2026,,,,adult-use
AU-R-001475,Mary Jane's On Main,Marihuana Retailer - License,Active,"450 South Main Street, Suite 1",Ann Arbor,MI,48104,11/20/2026,,,,adult-use
AU-R-001468,The Dude Abides Marijuana Retailer,Marihuana Retailer - License,Active,71020 M-103,White Pigeon,MI,49099,02/18/2027,,,,adult-use
AU-R-001462,Elevated Exotics,Marihuana Retailer - License,Active,13899 Grand AVE,New Buffalo,MI,49117,06/16/2026,,,,adult-use
AU-R-001458,Wojo Cannabis Co.,Marihuana Retailer - License,Active,606 3rd ST,Bay City,MI,48708,11/05/2026,,,,adult-use
AU-R-001461,National Brands Distribution LLC,Marihuana Retailer - License,Active,3820 Varsity DR,Ann Arbor,MI,48108,09/10/2026,,,,adult-use
AU-R-001465,3 Smokes,Marihuana Retailer - License,Active,7200 W US 12,Three Oaks,MI,49128,03/24/2027,,Public Documents Available,,adult-use
AU-R-001472,"Great Lakes Cannabis Management Group, LLC",Marihuana Retailer - License,Active,3470 S. M-37,Baldwin,MI,49304,07/10/2026,,,,adult-use
AU-R-001470,Kush E Mart,Marihuana Retailer - License,Active,19215 US 12,New Buffalo,MI,49117,10/27/2026,,,,adult-use
AU-R-001469,Green Pharm Camden,Marihuana Retailer - License,Active,331 E Bell ST,Camden,MI,49232,10/27/2026,,,,adult-use
AU-R-001463,NOXX,Marihuana Retailer - License,Active,19169 W US-12 HWY,New Buffalo,MI,49117,10/16/2026,,,,adult-use
AU-R-001459,Skeetown Drive Thru,Marihuana Retailer - License,Active,551 YOUNG AVE,Muskegon,MI,49444,04/08/2027,,,,adult-use
AU-R-001460,Space Station Cannabis Company,Marihuana Retailer - License,Active,716 Sol Morris AVE,White Pigeon,MI,49099,05/06/2027,,,,adult-use
AU-R-001443,JOYOLOGY CASS AND GROESBECK,Marihuana Retailer - License,Active,195 Malow CT Suite A,Mount Clemens,MI,48043,09/24/2026,,,Home Delivery - Approved,adult-use
AU-R-001447,Legacy Greens LLC,Marihuana Retailer - License,Active,19347 MOUNT ELLIOTT,DETROIT,MI,48234,02/16/2027,,,,adult-use
AU-R-001457,Good Vibes Port Huron,Marihuana Retailer - License,Active,515 Wall ST,Port Huron,MI,48060,09/18/2026,,,,adult-use
AU-R-001455,CAPITAL DANK WELLNESS,Marihuana Retailer - License,Active,160 E Columbia AVE,Battle Creek,MI,49015,09/16/2026,,,,adult-use
AU-R-001445,Light'N Up Corunna Inc,Marihuana Retailer - License,Active,2550 E M 21,Corunna,MI,48817,09/16/2026,,,,adult-use
AU-R-001444,Light'N Up Burton Inc,Marihuana Retailer - License,Active,3491 E Bristol RD,Burton,MI,48529,09/16/2026,,,,adult-use
AU-R-001441,The Exhibit,Marihuana Retailer - License,Active,5508 S Cedar ST,Lansing,MI,48911,07/18/2026,,,,adult-use
AU-R-001453,JARS Cannabis,Marihuana Retailer - License,Active,1035 W 12 Mile RD,Madison Heights,MI,48071,09/10/2026,,,Home Delivery - Approved,adult-use
AU-R-001454,JAZZ CANNABIS CLUB LAPEER,Marihuana Retailer - License,Active,1333 IMLAY CITY RD,LAPEER,MI,48446,09/08/2026,,,,adult-use
AU-R-001450,Dank Garden LLC,Marihuana Retailer - License,Active,7741 Lyndon ST,Detroit,MI,48238,09/08/2026,,,,adult-use
AU-R-001440,Emerald Fire Farms powered by Wise Guys Provisioning,Marihuana Retailer - License,Active,2814 Cook RD,West Branch,MI,48661,09/05/2026,,,,adult-use
AU-R-001435,Dutch Republic,Marihuana Retailer - License,Active,435 Blue Star HWY,Douglas,MI,49406,09/04/2026,,,,adult-use
AU-R-001437,Endo Ypsilanti Inc,Marihuana Retailer - License,Active,1070 N Huron River DR,Ypsilanti,MI,48197,09/04/2026,,,,adult-use
AU-R-001452,JARS Cannabis,Marihuana Retailer - License,Active,808 S Center RD Suite D,Flint,MI,48506,09/03/2026,,,Home Delivery - Approved,adult-use
AU-R-001451,Herbology Cannabis Co. New Buffalo,Marihuana Retailer - License,Active,19730 M-239,New Buffalo,MI,49117,09/02/2026,,Public Documents Available,,adult-use
AU-R-001442,The Chronic Michigan,Marihuana Retailer - License,Active,20760 Harper AVE,Harper Woods,MI,48225,06/19/2026,,,,adult-use
AU-R-001433,Weed Mart,Marihuana Retailer - License,Active,11815 Joseph Campau ST Suite B,Hamtramck,MI,48212,12/16/2026,,,,adult-use
AU-R-001432,Muha Meds East Detroit,Marihuana Retailer - License,Active,16829 Harper AVE,Detroit,MI,48224,08/19/2026,,,Home Delivery - Approved,adult-use
AU-R-001448,High Standard Cannabis,Marihuana Retailer - License,Active,1100 N Layfayette ST,Greenville,MI,48838,05/28/2026,,,,adult-use
AU-R-001434,The Cake House - Detroit,Marihuana Retailer - License,Active,20477 SCHAEFER HWY,Detroit,MI,48235,08/15/2026,,,,adult-use
AU-R-001438,Premiere Provisions,Marihuana Retailer - License,Active,840 Clark ST Suite 1,Big Rapids,MI,49307,08/26/2026,,,,adult-use
AU-R-001417,Herbology Romeo,Marihuana Retailer - License,Active,15355 32 Mile RD,Romeo,MI,48065,08/08/2026,,Public Documents Available,,adult-use
AU-R-001431,LaHaze Cannabis Company,Marihuana Retailer - License,Active,217 Mill ST,Cheboygan,MI,49721,08/06/2026,,,Home Delivery - Approved,adult-use
AU-R-001429,Gramz Cannabis Detroit,Marihuana Retailer - License,Active,6650 E. Eight Mile RD,Detroit,MI,48234,08/04/2026,,,,adult-use
AU-R-001426,NBMI Retail LLC,Marihuana Retailer - License,Active,19839 W US-12 HWY,New Buffalo,MI,49117,03/20/2027,,,,adult-use
AU-R-001421,Joyology of Portage,Marihuana Retailer - License,License Void,8314 Portage RD,Portage,MI,49002,07/25/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001428,Bowdega,Marihuana Retailer - License,Active,45411 Park AVE Suite B,Utica,MI,48315,07/21/2026,,,Home Delivery-Approved,adult-use
AU-R-001410,Burn Cannabis Retail,Marihuana Retailer - License,Active,24649 Mound RD Suite B,Warren,MI,48091,05/21/2026,,,,adult-use
AU-R-001422,Supergood,Marihuana Retailer - License,Active,13992 Grand AVE,New Buffalo,MI,49117,07/16/2026,,,,adult-use
AU-R-001418,Dealz Cannabis Collective,Marihuana Retailer - License,Active,1285 US HIGHWAY 2 S,CRYSTAL FALLS,MI,49920,07/16/2026,,Public Documents Available,,adult-use
AU-R-001427,High Society New Buffalo,Marihuana Retailer - License,Active,19189 W US 12 Highway,New Buffalo,MI,49117,07/14/2026,,,,adult-use
AU-R-001420,Levels of New Buffalo,Marihuana Retailer - License,Active,11430 Holiday DR,New Buffalo,MI,49117,07/14/2026,,,,adult-use
AU-R-001423,PUFF,Marihuana Retailer - License,Active,4305 Portage ST,Kalamazoo,MI,49001,07/14/2026,,,,adult-use
AU-R-001430,Haze MP LLC,Marihuana Retailer - License,Active,914 E. Pickard ST,Mt. Pleasant,MI,48858,07/13/2026,,,Home Delivery - Approved,adult-use
AU-R-001411,Vibe New Buffalo,Marihuana Retailer - License,Active,19689 W US-12 HWY,New Buffalo,MI,49117,07/11/2026,,,,adult-use
AU-R-001414,420 Dank Leoni,Marihuana Retailer - License,Active,6007 Ann Arbor RD,Jackson,MI,49201,07/07/2026,,,,adult-use
AU-R-001415,The Clinic Riverview,Marihuana Retailer - License,Active,18480 Fort ST,Riverview,MI,48193,07/01/2026,,,,adult-use
AU-R-001406,LUMBERJACK'S GREEN LEAF,Marihuana Retailer - License,Active,1450 West M-43 HWY Suite 5,Hastings,MI,49058,06/26/2026,,,,adult-use
AU-R-001419,Lume Cannabis Co.,Marihuana Retailer - License,Active,752 Munson AVE,Traverse City,MI,49686,11/27/2026,,,,adult-use
AU-R-001412,Dacut Monroe,Marihuana Retailer - License,Active,14921 Laplaisance RD,Monroe,MI,48161,06/24/2026,,Public documents available,Home Delivery - Approved,adult-use
AU-R-001416,Local Roots Cannabis Company,Marihuana Retailer - License,Active,685 N. Main ST Suite A,Perry,MI,48872,03/02/2027,,,Social Equity | Home Delivery – Approved,adult-use
AU-R-001401,The Chronic Michigan,Marihuana Retailer - License,Active,23751 Hoover RD Suite A,Warren,MI,48089,06/19/2026,,Public Documents Available,,adult-use
AU-R-001389,Michigan Organic Solutions,Marihuana Retailer - License,Active,3549 S. Dort HWY Suite 106,Flint,MI,48507,09/14/2026,,,,adult-use
AU-R-001394,House of Dank New Buffalo,Marihuana Retailer - License,Active,19333 M-239,New Buffalo,MI,49117,06/11/2027,,Public Documents Available,,adult-use
AU-R-001404,Green Pharm of Allegan,Marihuana Retailer - License,Active,633 HOOKER RD,Allegan,MI,49010,05/28/2026,,,,adult-use
AU-R-001403,Frosty Trees Dispensary,Marihuana Retailer - License,Active,352 E US 41,Negaunee,MI,49866,05/20/2026,,,,adult-use
AU-R-001399,Kush E Mart,Marihuana Retailer - License,License Void,19215 US 12,New Buffalo,MI,49117,08/10/2026,,,,adult-use
AU-R-001400,House of Dank Garden City,Marihuana Retailer - License,Active,32330 Ford RD Suite C,Garden City,MI,48135,05/19/2027,,Public Documents Available,,adult-use
AU-R-001390,The Exhibit Cannabis Co LLC,Marihuana Retailer - License,Active,4045 E Court ST,Burton,MI,48509,07/18/2026,,,,adult-use
AU-R-001395,Supergood,Marihuana Retailer - License,Active,1830 172nd AVE Suite D-1,Grand Haven,MI,49417,05/18/2026,,,,adult-use
AU-MB-A-000021,The Micro Clinic of Westland,Class A Marihuana Microbusiness - License,License Void,39123 Ford RD,Westland,MI,48185,05/06/2026,,,,adult-use
AU-R-001397,"Boss Leaf, LLC",Marihuana Retailer - License,Active,314 Munson AVE,Traverse City,MI,49686,05/05/2027,,,,adult-use
AU-R-001392,"LUCKY BUDS 2, INC.",Marihuana Retailer - License,Active,207 E MAIN ST Suite 1,STANTON,MI,48888,04/24/2027,,,,adult-use
AU-R-001396,Puff New Buffalo,Marihuana Retailer - License,Active,11300 Holiday DR,NEW BUFFALO,MI,49117,04/16/2027,,,,adult-use
AU-R-001386,Crafted Leaf,Marihuana Retailer - License,Active,801 Michigan ST NE,Grand Rapids,MI,49503,04/14/2027,,,,adult-use
AU-R-001383,Lume Cannabis Co.,Marihuana Retailer - License,Active,910 S. State ST,Big Rapids,MI,49307,11/27/2026,,Public Documents Available,,adult-use
AU-R-001391,Information Entropy I(x4),Marihuana Retailer - License,Active,18350 US HWY 12,New Buffalo,MI,49117,11/19/2026,,,,adult-use
AU-R-001382,Eden East Garden LLC,Marihuana Retailer - License,Active,2601 E Maumee ST,Adrian,MI,49221,04/07/2027,,,,adult-use
AU-R-001388,King of Budz Taylor,Marihuana Retailer - License,Active,20720 Eureka RD,Taylor,MI,48180,04/07/2027,,,Home Delivery - Approved,adult-use
AU-R-001371,JARS Cannabis,Marihuana Retailer - License,Active,26700 Liberal ST Suite 1,Center Line,MI,48015,04/04/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001387,Exotics Cannabis Saginaw,Marihuana Retailer - License,Active,1215 Court ST,Saginaw,MI,48602,04/01/2027,,,,adult-use
AU-R-001372,Krewe Cannabis Co,Marihuana Retailer - License,Active,2390 Pipestone RD,Benton Harbor,MI,49022,03/26/2027,,,,adult-use
AU-R-001384,Higher Love,Marihuana Retailer - License,Active,421 N. Lincoln RD,Escanaba,MI,49829,02/01/2027,,,,adult-use
AU-R-001381,Quality Roots Kalamazoo,Marihuana Retailer - License,Active,104 North Drake RD,Kalamazoo,MI,49009,03/25/2027,,,,adult-use
AU-R-001362,Best Budz Outlet,Marihuana Retailer - License,Active,326 East Main ST,Benton Harbor,MI,49022,03/19/2027,,,,adult-use
AU-R-001375,Herbology Cannabis Co Adrian,Marihuana Retailer - License,Active,1561 W. Maumee ST,Adrian,MI,49221,03/19/2027,,Public Documents Available,,adult-use
AU-R-001376,Little Shop of Weed,Marihuana Retailer - License,Active,1012 N LANSING ST,Mt. Pleasant,MI,48858,03/19/2027,,,,adult-use
AU-R-001379,Southland Farms,Marihuana Retailer - License,Active,215 S 11th ST,Niles,MI,49120,03/17/2026,,,,adult-use
AU-R-001378,Cookies New Buffalo,Marihuana Retailer - License,Active,19001 US-12,New Buffalo,MI,49117,03/11/2027,,,,adult-use
AU-R-001363,LUMBERJACK'S PROVISIONING CENTER,Marihuana Retailer - License,Active,8975 S M37 HWY,Dowling,MI,49050,02/28/2027,,,,adult-use
AU-R-001367,Boogiez Arcanna,Marihuana Retailer - License,Active,3435 E MICHIGAN AVE,JACKSON,MI,49202,02/28/2027,,Public Documents Available,,adult-use
AU-R-001360,Jazz Cannabis Club Inkster,Marihuana Retailer - License,Active,27332 Michigan AVE,Inkster,MI,48141,02/27/2027,,,,adult-use
AU-R-001369,Elevated Exotics,Marihuana Retailer - License,Active,1012 20th AVE,Menominee,MI,49858,06/16/2026,,Public Documents Available,,adult-use
AU-R-001374,JARS Cannabis,Marihuana Retailer - License,Active,45221 Utica Park BLVD Suite A,Utica,MI,48315,02/20/2027,,,Home Delivery - Approved,adult-use
AU-R-001366,8th Street Canna,Marihuana Retailer - License,Active,877 E 8 Mile RD,Hazel Park,MI,48030,02/20/2027,,,,adult-use
AU-R-001354,Flower Bowl Corktown,Marihuana Retailer - License,Active,2101 W Lafayette BLVD Suite 106,Detroit,MI,48216,02/19/2027,,,,adult-use
AU-R-001373,Green Sheep Cannabis Co,Marihuana Retailer - License,Active,104 E Edgerton ST,Howard City,MI,49329,02/18/2027,,,,adult-use
AU-R-001377,Ascend Cannabis Detroit,Marihuana Retailer - License,Active,24363 W Grand River AVE,Detroit,MI,48219,02/18/2027,,,Home Delivery - Approve.,adult-use
AU-R-001365,JARS Cannabis,Marihuana Retailer - License,Active,1132 Dexter ST,Milan,MI,48160,02/13/2027,,,Home Delivery - Approved.,adult-use
AU-R-001358,Smooch,Marihuana Retailer - License,Active,221 S Main ST,Oakley,MI,48649,02/21/2027,,Public Documents Available,,adult-use
AU-R-001352,Planet Jane,Marihuana Retailer - License,Active,815 N. Huron River DR,Ypsilanti,MI,48197,02/07/2027,,,,adult-use
AU-R-001355,Igloo Cannabis Store,Marihuana Retailer - License,Active,120 S Michigan AVE Unit B,Big Rapids,MI,49307,02/05/2027,,,Home Delivery - Approved.,adult-use
AU-R-001368,URB MOUNT MORRIS,Marihuana Retailer - License,Active,4128 Pierson RD,Flint,MI,48504,02/04/2027,,Public Documents Available,,adult-use
AU-R-001341,Star Budz Provisioning,Marihuana Retailer - License,Active,400 S Dort HWY,Flint,MI,48503,01/31/2027,,,,adult-use
AU-R-001349,GLH Lansing,Marihuana Retailer - License,Active,5245 N Grand River AVE,Lansing,MI,48906,01/30/2027,,Public document available,,adult-use
AU-MB-A-000020,Best Lyfe Cannabis,Class A Marihuana Microbusiness - License,Active,32767 Woodward AVE,Royal Oak,MI,48073,01/28/2027,,,,adult-use
AU-R-001353,Bank of Buds Cannabis Co.,Marihuana Retailer - License,Active,24703 N RIVER RD,MT CLEMENS,MI,48043,01/27/2027,,Public Documents Available,,adult-use
AU-R-001346,Green Acres Ann Arbor,Marihuana Retailer - License,Active,3438 E Ellsworth RD,Ann Arbor,MI,48108,01/21/2027,,,,adult-use
AU-R-001350,Bloom City Club,Marihuana Retailer - License,Active,4120 Stadium DR,Kalamazoo,MI,49008,01/21/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001339,Joyology of Mt Pleasant,Marihuana Retailer - License,License Void,702 N Mission ST,Mt Pleasant,MI,48858,01/16/2026,,,,adult-use
AU-R-001359,Gazzz,Marihuana Retailer - License,Active,27935 Groesbeck HWY,Roseville,MI,48066,01/15/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001348,Top Cannabis Outlet,Marihuana Retailer - License,Active,3375 E Washington Rd,Saginaw,MI,48601,06/22/2026,,,,adult-use
AU-R-001327,Joint Ventures Cannabis Co,Marihuana Retailer - License,License Void,133 W Monroe ST,Bangor,MI,49013,01/13/2026,,,,adult-use
AU-R-001344,GRAMZ CANNABIS,Marihuana Retailer - License,Active,223 N US 131,Three Rivers,MI,49093,01/09/2027,,,,adult-use
AU-R-001332,Essence South,Marihuana Retailer - License,Active,19616 Kelly RD,Harper Woods,MI,48225,01/16/2027,,,Home Delivery - Approved,adult-use
AU-R-001357,Jailhouse Cannabis Co,Marihuana Retailer - License,Active,782 S Cedar ST,Kalkaska,MI,49646,11/23/2026,,,,adult-use
AU-R-001356,Timber Cannabis Co.,Marihuana Retailer - License,Active,19615 US 12,New Buffalo,MI,49117,09/17/2026,,,,adult-use
AU-R-001325,"The Jungle House, LLC",Marihuana Retailer - License,Active,338 S Ashley ST,Ann Arbor,MI,48104,12/23/2026,,,,adult-use
AU-R-001347,Zaza Recreational,Marihuana Retailer - License,Active,6045 W PIERSON RD Unit 2,FLUSHING,MI,48433,12/19/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001342,Herbana,Marihuana Retailer - License,Active,2119 Haslett RD Suite A,Haslett,MI,48840,12/19/2026,,,,adult-use
AU-R-001345,7940 Michigan Avenue LLC,Marihuana Retailer - License,Active,7940 Michigan AVE,Detroit,MI,48210,12/18/2026,,,Home Delivery - Approved.,adult-use
AU-R-001343,PURE CANNABIS OUTLET NEW BUFFALO,Marihuana Retailer - License,Active,10271 US-12,New Buffalo,MI,49117,12/13/2026,,,,adult-use
AU-R-001340,Cannabis Club,Marihuana Retailer - License,Active,19650 M 239,New Buffalo,MI,49117,12/10/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001329,Border Buds,Marihuana Retailer - License,Active,19500 M-239,New Buffalo,MI,49117,12/10/2026,,,,adult-use
AU-R-001337,New Standard Whitehall,Marihuana Retailer - License,Active,812 E Colby ST Unit A,Whitehall,MI,49461,12/09/2026,,,,adult-use
AU-R-001319,The Chronic Michigan,Marihuana Retailer - License,License Void,20720 Eureka RD,Taylor,MI,48180,12/04/2025,,,,adult-use
AU-R-001334,Jailhouse Cannabis Co,Marihuana Retailer - License,Active,10 S Mt Tom RD,Mio,MI,48647,11/23/2026,,,,adult-use
AU-R-001331,New Standard Exit 9,Marihuana Retailer - License,Active,12261 Cleveland ST Suite B,Nunica,MI,49448,12/02/2026,,,,adult-use
AU-R-001335,New Standard Sand Lake,Marihuana Retailer - License,Active,29 Lake ST,Sand Lake,MI,49343,12/02/2026,,,,adult-use
AU-R-001338,Burn Cannabis Retail,Marihuana Retailer - License,Active,30200 Groesbeck HWY,Roseville,MI,48066,05/21/2026,,,,adult-use
AU-R-001336,JARS Cannabis,Marihuana Retailer - License,Active,925 40th St. SE,Grand Rapids,MI,49508,11/27/2026,,,Home Delivery - Approved,adult-use
AU-R-001324,Flowerbowl New Buffalo,Marihuana Retailer - License,Active,10168 US-12,New Buffalo,MI,49117,11/27/2026,,,,adult-use
AU-R-001326,New Standard Edmore,Marihuana Retailer - License,Active,202 E Main ST,Edmore,MI,48829,11/21/2026,,,,adult-use
AU-R-001314,Joyology of Centerline Sherwood,Marihuana Retailer - License,Active,24837 Sherwood AVE,Center Line,MI,48015,11/19/2026,,,Home Delivery - Approved,adult-use
AU-R-001315,The Reef Detroit,Marihuana Retailer - License,License Void,6640 E 8 Mile RD,Detroit,MI,48234,11/14/2025,,,,adult-use
AU-R-001322,Hyde Cannabis,Marihuana Retailer - License,Active,8052 E Eight Mile RD,Detroit,MI,48234,11/14/2026,,,,adult-use
AU-R-001313,Mint Cannabis,Marihuana Retailer - License,Active,18300 W US-12 Unit 1A,New Buffalo,MI,49117,11/14/2026,,Public Documents Available,,adult-use
AU-R-001321,Quantum Crest LLC,Marihuana Retailer - License,Active,7035 State RD,Millington,MI,48746,11/14/2026,,,,adult-use
